Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Cleland B., Wallace J., Bond R., Black M., Mulvenna M., Rankin D., Tanney A.","55521286000;16317923100;36019802200;8707989600;6507434648;35243293500;32868203400;","Insights into Antidepressant Prescribing Using Open Health Data",2018,"Big Data Research","12",,,"41","48",,2,"10.1016/j.bdr.2018.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047457133&doi=10.1016%2fj.bdr.2018.02.002&partnerID=40&md5=9832cc65ed8c3f7428665fcfbd1cc884","Ulster University, Jordanstown CampusNorthern Ireland, United Kingdom; Ulster University, Magee CampusNorthern Ireland, United Kingdom; Analytics Engines, 1 Chlorine Gardens, Belfast, Northern Ireland, United Kingdom","Cleland, B., Ulster University, Jordanstown CampusNorthern Ireland, United Kingdom; Wallace, J., Ulster University, Jordanstown CampusNorthern Ireland, United Kingdom; Bond, R., Ulster University, Jordanstown CampusNorthern Ireland, United Kingdom; Black, M., Ulster University, Magee CampusNorthern Ireland, United Kingdom; Mulvenna, M., Ulster University, Jordanstown CampusNorthern Ireland, United Kingdom; Rankin, D., Ulster University, Magee CampusNorthern Ireland, United Kingdom; Tanney, A., Analytics Engines, 1 Chlorine Gardens, Belfast, Northern Ireland, United Kingdom","Big data; Data analytics; Deprivation; Health policy; Prescribing; Prevalence",,Article,"Final",Open Access,Scopus,2-s2.0-85047457133
"Lakshmipadmaja D., Vishnuvardhan B.","57202007229;57201998159;","Classification Performance Improvement Using Random Subset Feature Selection Algorithm for Data Mining",2018,"Big Data Research","12",,,"1","12",,1,"10.1016/j.bdr.2018.02.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046768097&doi=10.1016%2fj.bdr.2018.02.007&partnerID=40&md5=8fef5b4abf00b8b52eda982ad75d86bf","Department of IT, Anurag Group of Institutions, Hyderabad, India; JNTUH, Hyderabad, India","Lakshmipadmaja, D., Department of IT, Anurag Group of Institutions, Hyderabad, India; Vishnuvardhan, B., JNTUH, Hyderabad, India","Dimensionality reduction; Random forest; Scientific data; Stability; Subset feature selection",,Article,"Final",,Scopus,2-s2.0-85046768097
"Rai H.M., Chatterjee K.","55657949700;56982477800;","A Novel Adaptive Feature Extraction for Detection of Cardiac Arrhythmias Using Hybrid Technique MRDWT & MPNN Classifier from ECG Big Data",2018,"Big Data Research","12",,,"13","22",,2,"10.1016/j.bdr.2018.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045043936&doi=10.1016%2fj.bdr.2018.02.003&partnerID=40&md5=5231cd3ace8e9fbf217460a42fc3fdec","Department of Electrical Engineering, Indian Institute of Technology (ISM), Dhanbad, Jharkhand, India","Rai, H.M., Department of Electrical Engineering, Indian Institute of Technology (ISM), Dhanbad, Jharkhand, India; Chatterjee, K., Department of Electrical Engineering, Indian Institute of Technology (ISM), Dhanbad, Jharkhand, India","Artificial intelligence; Big data; Biomedical signal processing; Cardiac arrhythmias; Machine learning",,Article,"Final",,Scopus,2-s2.0-85045043936
"Rumbold J.M.M., Pierscionek B.K.","55818849900;7004160267;","What Are Data? A Categorization of the Data Sensitivity Spectrum",2018,"Big Data Research","12",,,"49","59",,2,"10.1016/j.bdr.2017.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044927890&doi=10.1016%2fj.bdr.2017.11.001&partnerID=40&md5=481d513b01d52e4e49d0e5e0593ef82e","School of Science and Technology, Nottingham Trent University, Clifton Campus, Clifton Lane, Nottingham, NG11 8NS, United Kingdom","Rumbold, J.M.M., School of Science and Technology, Nottingham Trent University, Clifton Campus, Clifton Lane, Nottingham, NG11 8NS, United Kingdom; Pierscionek, B.K., School of Science and Technology, Nottingham Trent University, Clifton Campus, Clifton Lane, Nottingham, NG11 8NS, United Kingdom","Big Data; Data science; Information ethics",,Article,"Final",,Scopus,2-s2.0-85044927890
"Genevès P., Calmant T., Layaïda N., Lepelley M., Artemova S., Bosson J.-L.","8451752000;55317839000;6507942681;57188690012;37064194700;7005117370;","Scalable Machine Learning for Predicting At-Risk Profiles Upon Hospital Admission",2018,"Big Data Research","12",,,"23","34",,1,"10.1016/j.bdr.2018.02.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043390972&doi=10.1016%2fj.bdr.2018.02.004&partnerID=40&md5=5537fcdcb08fc269c4b101d2c831dcf9","Univ. Grenoble Alpes, CNRS, Grenoble INP, Inria, LIG, Grenoble, F-38000, France; Univ. Grenoble Alpes, CNRS, Public Health Department CHU Grenoble Alpes, Grenoble INP, TIMC-IMAG, Grenoble, 38000, France","Genevès, P., Univ. Grenoble Alpes, CNRS, Grenoble INP, Inria, LIG, Grenoble, F-38000, France; Calmant, T., Univ. Grenoble Alpes, CNRS, Grenoble INP, Inria, LIG, Grenoble, F-38000, France; Layaïda, N., Univ. Grenoble Alpes, CNRS, Grenoble INP, Inria, LIG, Grenoble, F-38000, France; Lepelley, M., Univ. Grenoble Alpes, CNRS, Public Health Department CHU Grenoble Alpes, Grenoble INP, TIMC-IMAG, Grenoble, 38000, France; Artemova, S., Univ. Grenoble Alpes, CNRS, Public Health Department CHU Grenoble Alpes, Grenoble INP, TIMC-IMAG, Grenoble, 38000, France; Bosson, J.-L., Univ. Grenoble Alpes, CNRS, Public Health Department CHU Grenoble Alpes, Grenoble INP, TIMC-IMAG, Grenoble, 38000, France","Application; Big prescription data; Experiments; Variety; Volume",,Article,"Final",,Scopus,2-s2.0-85043390972
"Giacalone M., Cusatelli C., Santarcangelo V.","57191611093;57194780623;35105953300;","Big Data Compliance for Innovative Clinical Models",2018,"Big Data Research","12",,,"35","40",,3,"10.1016/j.bdr.2018.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041953033&doi=10.1016%2fj.bdr.2018.02.001&partnerID=40&md5=21270c34b66b8fbc96cf6b47a7020720","Department of Economics and Statistics, University of Naples ‘Federico II’, Italy; Ionian Department, University of Bari ‘Aldo Moro’, Italy; Department of Mathematics and Computer Science, University of Catania, Italy","Giacalone, M., Department of Economics and Statistics, University of Naples ‘Federico II’, Italy; Cusatelli, C., Ionian Department, University of Bari ‘Aldo Moro’, Italy; Santarcangelo, V., Department of Mathematics and Computer Science, University of Catania, Italy","Big Data healthcare; Business intelligence; Clinical intelligence; Data Mining; Process Mining",,Article,"Final",,Scopus,2-s2.0-85041953033
"Eder F., Koch S.","57205579347;13613079700;","Critical success factors for the implementation of business intelligence systems",2018,"International Journal of Business Intelligence Research","9","2",,"27","46",,,"10.4018/IJBIR.2018070102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060637696&doi=10.4018%2fIJBIR.2018070102&partnerID=40&md5=6b88caa9bca1ba1c26ac298467573248","Department of Business Informatics - Information Engineering, Johannes Kepler University, Linz, Austria","Eder, F., Department of Business Informatics - Information Engineering, Johannes Kepler University, Linz, Austria; Koch, S., Department of Business Informatics - Information Engineering, Johannes Kepler University, Linz, Austria","Business Intelligence; Business Intelligence System; Critical Success Factors; Project Management",,Article,"Final",,Scopus,2-s2.0-85060637696
"Ali M.S., Miah S.J.","57205590119;57205357427;","Identifying organizational factors for successful business intelligence implementation",2018,"International Journal of Business Intelligence Research","9","2",,"47","63",,,"10.4018/IJBIR.2018070103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060590211&doi=10.4018%2fIJBIR.2018070103&partnerID=40&md5=e8b67a830c9dfa66a177f366d932280f","School of Business IT and Logistics, RMIT University, Melbourne, Australia; College of Business, Victoria University, Melbourne, Australia","Ali, M.S., School of Business IT and Logistics, RMIT University, Melbourne, Australia; Miah, S.J., College of Business, Victoria University, Melbourne, Australia","Business Intelligence Implementation; Decision Making; Information Management; Organizational Factors",,Article,"Final",,Scopus,2-s2.0-85060590211
"Lu X., Rai B., Zhong Y., Li Y.","57205587411;7007101026;57205583993;57205588593;","Cluster-based smartphone predictive analytics for application usage and next location prediction",2018,"International Journal of Business Intelligence Research","9","2",,"64","80",,,"10.4018/IJBIR.2018070104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060579626&doi=10.4018%2fIJBIR.2018070104&partnerID=40&md5=388a6979e549f214dee7238336eba538","Renmin University of China, Beijing, China; University of Massachusetts Dartmouth, North Dartmouth, United States; Texas A and M University, College Station, United States","Lu, X., Renmin University of China, Beijing, China; Rai, B., University of Massachusetts Dartmouth, North Dartmouth, United States; Zhong, Y., Texas A and M University, College Station, United States; Li, Y., University of Massachusetts Dartmouth, North Dartmouth, United States","App Usage Prediction; Cluster Analysis; Frequency; Gap Statistics; Monetary; Next Location Prediction; Recency; Root Mean Square Error; Smartphone Analytics",,Article,"Final",,Scopus,2-s2.0-85060579626
"Attaran M., Attaran S.","7003850699;16416488700;","Opportunities and challenges of implementing predictive analytics for competitive advantage",2018,"International Journal of Business Intelligence Research","9","2",,"1","26",,,"10.4018/IJBIR.2018070101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060569575&doi=10.4018%2fIJBIR.2018070101&partnerID=40&md5=374aa42929811361da2c1a416a97c87f","California State University, Bakersfield, United States; Bryant University, Smithfield, United States","Attaran, M., California State University, Bakersfield, United States; Attaran, S., Bryant University, Smithfield, United States","Big Data; Business Intelligence; Cognitive Analytics; Data Mining; Descriptive Analytics; Diagnostic Analytics; Embedded Analytics; Predictive Analeptics; Prescriptive Analytics",,Article,"Final",,Scopus,2-s2.0-85060569575
"Chattopadhyay B., Rodriguez A.","57202285609;57208857134;","Multi criteria decision model for risk assessment of transmission and distribution assets: A hybrid approach using analytical hierarchy process and weighted sum method",2018,"International Journal of Business Analytics","5","3",,"33","51",,1,"10.4018/IJBAN.2018070103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047780052&doi=10.4018%2fIJBAN.2018070103&partnerID=40&md5=d98127047f8112957d44fc165518bb0a","Nevada Energy, Las Vegas, United States","Chattopadhyay, B., Nevada Energy, Las Vegas, United States; Rodriguez, A., Nevada Energy, Las Vegas, United States","AHP; Decision Matrix; MCDM; Pairwise Comparison; WSM",,Article,"Final",,Scopus,2-s2.0-85047780052
"Castro L.E., Shaikh N.I.","57201463978;7005595472;","Optimal advertisement spending in a duopoly with incomplete information",2018,"International Journal of Business Analytics","5","3",,"1","21",,,"10.4018/IJBAN.2018070101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047765206&doi=10.4018%2fIJBAN.2018070101&partnerID=40&md5=30ce9ed06e748d034c039859e86e5e46","Department of Industrial Engineering, University of Miami, Coral Gables, United States","Castro, L.E., Department of Industrial Engineering, University of Miami, Coral Gables, United States; Shaikh, N.I., Department of Industrial Engineering, University of Miami, Coral Gables, United States","Duopoly; Game Theory; Incomplete Information; Optimal Advertisement Spending",,Article,"Final",,Scopus,2-s2.0-85047765206
"Koksalmis G.H., Calisir C., Durucu M., Calisir F.","55797193700;22133554100;25960733400;6603457060;","Selecting an MRI system: A multi criteria decision making model for MRI technicians",2018,"International Journal of Business Analytics","5","3",,"22","32",,,"10.4018/IJBAN.2018070102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047748134&doi=10.4018%2fIJBAN.2018070102&partnerID=40&md5=931b136c7b164e509803887d611a498d","Industrial Engineering Department, Management Faculty, Istanbul Technical University, Istanbul, Turkey; Faculty of Medicine, Department of Radiology, Eskisehir Osmangazi University, Eskisehir, Turkey","Koksalmis, G.H., Industrial Engineering Department, Management Faculty, Istanbul Technical University, Istanbul, Turkey; Calisir, C., Faculty of Medicine, Department of Radiology, Eskisehir Osmangazi University, Eskisehir, Turkey; Durucu, M., Industrial Engineering Department, Management Faculty, Istanbul Technical University, Istanbul, Turkey; Calisir, F., Industrial Engineering Department, Management Faculty, Istanbul Technical University, Istanbul, Turkey","Analytic Hierarchy Process; Magnetic Resonance Imaging; Medical Decision Making; Multi-Criteria Decision Making; System Selection",,Article,"Final",,Scopus,2-s2.0-85047748134
"Ahmed E.B.","57202293275;","Detection of leading experts from ResearchGate",2018,"International Journal of Business Analytics","5","3",,"67","86",,1,"10.4018/IJBAN.2018070105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047736611&doi=10.4018%2fIJBAN.2018070105&partnerID=40&md5=649e5c9e4010c1b22a0cb68b4ee10966","Higher Institute of Applied Science and Technology of Sousse, Sousse, Tunisia","Ahmed, E.B., Higher Institute of Applied Science and Technology of Sousse, Sousse, Tunisia","Clustering; Data Warehouse; Group Detection; Hierarchical Semi-Supervised Clustering; Leader; Researcher; Scientific Network Warehousing; Scientific Social Network; Social Network",,Article,"Final",,Scopus,2-s2.0-85047736611
"Aboutorab H., Aslani A., Nazari M.","57201904820;55093935000;57190022471;","Analysis of dynamics competitiveness by using strategic groups maps: Case of furniture industry",2018,"International Journal of Business Analytics","5","3",,"52","66",,,"10.4018/IJBAN.2018070104","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047723109&doi=10.4018%2fIJBAN.2018070104&partnerID=40&md5=780194b17a87561c5748813bf5d19ae4","Faculty of Management, University of Tehran, Tehran, Iran; Faculty of New Sciences and Technologies, University of Tehran, Tehran, Iran","Aboutorab, H., Faculty of Management, University of Tehran, Tehran, Iran; Aslani, A., Faculty of New Sciences and Technologies, University of Tehran, Tehran, Iran; Nazari, M., Faculty of Management, University of Tehran, Tehran, Iran","Competition; Customers; Furniture Industry; Strategic Groups Map",,Article,"Final",,Scopus,2-s2.0-85047723109
"Salvati L., Tombolini I., Ippolito A., Carlucci M.","7003876602;55617109000;56556330500;55900121200;","Land quality and the city: Monitoring urban growth and land take in 76 Southern European metropolitan areas",2018,"Environment and Planning B: Urban Analytics and City Science","45","4",,"691","712",,3,"10.1177/0265813516684827","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048500269&doi=10.1177%2f0265813516684827&partnerID=40&md5=fa3ba2c4937357377c2f4eee7749ec77","Italian Council of Research and Economic Analysis on Agriculture (CREA), Italy; Sapienza University of Rome, Italy; Sapienza University of Rome, Italy","Salvati, L., Italian Council of Research and Economic Analysis on Agriculture (CREA), Italy, Sapienza University of Rome, Italy; Tombolini, I., Italian Council of Research and Economic Analysis on Agriculture (CREA), Italy; Ippolito, A., Sapienza University of Rome, Italy; Carlucci, M., Sapienza University of Rome, Italy","comparative analysis; Mediterranean; multi-variate statistics; soil consumption; Sprawl","comparative study; land use; metropolitan area; urban area; urban growth; urban policy; urbanization; France; Greece; Italy; Mediterranean Region; Portugal; Spain",Article,"Final",,Scopus,2-s2.0-85048500269
